rank,user_id,final_score,behavior_score,style_score,score_professionalism,score_charisma,score_expertise,kw_professional_count,kw_logistics_count,kw_charisma_count,kw_expertise_count,text_word_count,text_digit_count,text_unique_ratio,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,rating_seller,reviews_count,response_time_minutes,comments_per_ad_avg,comment_length_avg,comment_sentiment_avg,questions_per_ad_avg,followers_count,total_ads_last_12m,total_deals_last_12m,deal_success_rate
797,28c0a58d4b97f6e5,71.16,74.22,64.03,0.7519966532288735,0.48128153444385285,0.6503809487589057,5,4,2,2,21,0,0.9047619047619048,Постоянный клиент,Екатеринбург,Уральский,Авто,Шины и диски,Michelin,4.7,253,9.1,4.0,62.0,0.53,6.8,618,189,125,0.63
798,34f6af7fd1a0d83f,71.16,74.25,63.95,0.7899723637838798,0.45560710935321114,0.6226230318703887,6,2,1,1,15,0,0.9333333333333333,Новичок,Владивосток,Дальневосточный,Недвижимость,Квартиры,Аренда,5.0,73,19.0,6.1,26.6,0.85,3.9,65,52,26,0.91
799,1d432a18f3916842,71.16,74.22,64.03,0.7519966532288735,0.48128153444385285,0.6503809487589057,5,4,2,2,21,0,0.9047619047619048,Постоянный клиент,Екатеринбург,Уральский,Авто,Шины и диски,Michelin,4.7,253,9.1,4.0,62.0,0.53,6.8,618,189,125,0.63
800,84f14091327a8919,71.15,78.46,54.09,0.5020080626758957,0.324272330823255,0.8094115260769251,2,2,1,2,15,3,1.0,Премиум,Омск,Сибирский,Электроника,Игровые приставки,Microsoft,4.9,99,3.9,3.0,35.1,0.67,3.3,115,73,56,0.99
801,9627dd43764e412a,71.15,71.39,70.6,0.6387464820871682,0.6950368905453717,0.8064926092137623,5,3,4,2,19,0,0.8421052631578947,Уходящий,Владивосток,Дальневосточный,Электроника,Смартфоны и телефоны,Huawei,4.5,278,16.7,7.9,54.5,0.64,10.3,63,207,127,0.93
802,3a8fd1f1ab8284d0,71.14,72.45,68.08,0.6985015592910931,0.574101189117923,0.7639201592251719,6,3,4,2,19,0,0.7894736842105263,Постоянный клиент,Краснодар,Южный,Услуги,Ремонт,Квартир,4.7,277,26.7,2.6,32.8,0.75,4.4,78,203,143,0.91
803,c696668b48958df8,71.13,77.95,55.2,0.7266119013209605,0.43500862047108346,0.4362617580690145,6,3,2,0,19,0,0.8421052631578947,Постоянный клиент,Челябинск,Уральский,Услуги,Ремонт,Бытовой техники,4.9,379,38.5,2.1,27.9,0.83,4.5,246,280,260,0.74
804,09f22594acfbbf4b,71.13,80.15,50.09,0.5937881899546158,0.47048249283740273,0.4074174082807231,3,4,3,0,15,0,0.9333333333333333,Премиум,Самара,Приволжский,Недвижимость,Квартиры,Вторичка,4.9,318,14.5,1.0,41.0,0.82,3.5,99,235,184,0.79
805,e0e4398bd7dbbb7b,71.12,79.25,52.15,0.7544382748916103,0.176009102203291,0.5563271722319415,8,1,0,0,16,0,0.6875,Новичок,Екатеринбург,Уральский,Дети и игрушки,Игрушки,Куклы,4.9,116,15.8,1.8,35.0,0.47,4.6,145,87,45,0.99
806,c7bab5db4d21380b,71.11,74.76,62.6,0.7810273573185265,0.6640203088156994,0.3814114753682716,5,2,3,0,15,0,0.8,Новичок,Новосибирск,Сибирский,Хобби и отдых,Винтажная одежда,Levi's,5.0,135,8.6,3.9,49.6,1.0,2.1,109,101,79,0.83
807,5a70dd4d85d32d3e,71.1,77.74,55.6,0.4574174082807231,0.561185061230699,0.6824110696990442,3,2,1,2,14,0,1.0,Премиум,Нижний Новгород,Приволжский,Электроника,Игровые приставки,Nintendo,4.7,171,17.4,7.0,61.0,0.91,6.0,101,127,66,0.83
808,083d29557acaf08b,71.1,70.25,73.1,0.8004665196115718,0.7165221470043864,0.6528060901092771,6,5,4,3,23,0,0.8260869565217391,Новичок,Москва,Центральный,Авто,Шины и диски,Nokian,4.9,234,,5.1,74.7,0.75,3.3,82,173,131,0.66
809,0bce8a59fbfc01b3,71.1,76.52,58.45,0.6211404376156792,0.46667744225552094,0.6534063537942749,4,4,4,1,21,3,0.8571428571428571,Постоянный клиент,Омск,Сибирский,Электроника,Аудио,Apple,4.7,180,17.9,3.0,5.0,0.36,3.8,175,135,86,0.78
810,eee5036e6d5bb8e0,71.09,74.76,62.53,0.6115311477903704,0.7247610354707031,0.5442433001191653,6,1,9,0,38,0,0.7631578947368421,Постоянный клиент,Самара,Приволжский,Услуги,Ремонт,Бытовой техники,5.0,177,68.3,2.3,38.1,0.84,3.6,731,132,115,0.94
811,93b9ceb98ee04f1f,71.09,74.76,62.53,0.6115311477903704,0.7247610354707031,0.5442433001191653,6,1,9,0,38,0,0.7631578947368421,Постоянный клиент,Самара,Приволжский,Услуги,Ремонт,Бытовой техники,5.0,177,68.3,2.3,38.1,0.84,3.6,731,132,115,0.94
812,8d43b7711c0abcf1,71.09,80.59,48.93,0.34950939377804824,0.5853534393144191,0.5797203417763243,2,5,4,0,18,0,0.8888888888888888,Активный,Екатеринбург,Уральский,Недвижимость,Коммерческая,Склады,4.7,264,50.2,4.0,42.3,0.48,7.5,192,196,164,0.95
813,8979e06a872e4cb3,71.08,72.52,67.7,0.7254532085900458,0.80891584898963,0.48055830227428314,5,4,4,0,20,0,0.8,Постоянный клиент,Пермь,Приволжский,Одежда и обувь,Одежда,Спортивная,4.6,160,7.7,7.3,76.7,0.81,2.6,191,121,92,0.89
814,0401780e5ada0e16,71.08,79.73,50.9,0.7348621992342994,0.275618011713699,0.44121472579295656,6,3,2,0,18,0,0.9444444444444444,Активный,Нижний Новгород,Приволжский,Электроника,Аудио,Sennheiser,4.7,303,21.3,0.6,64.1,0.49,4.1,93,231,204,0.77
815,b18fedafe6a64bef,71.07,71.4,70.3,0.8367308131132578,0.5567410816155777,0.6709902132298877,6,4,3,3,22,0,0.9090909090909091,Новичок,Санкт-Петербург,Северо-Западный,Авто,Шины и диски,Nokian,5.0,161,22.6,3.2,23.1,0.76,3.9,491,121,69,0.67
816,653ebdfd404e5460,71.07,77.72,55.58,0.47803808219872723,0.6961505793463655,0.518970107248802,4,1,7,0,44,0,0.7727272727272727,Активный,Ростов-на-Дону,Южный,Недвижимость,Квартиры,Вторичка,5.0,341,51.5,4.8,29.4,0.7,2.9,159,255,174,0.93
817,217e4083d997f217,71.07,72.86,66.9,0.7254861692147765,0.5114373367815218,0.7511162242336654,6,4,2,2,21,0,0.8095238095238095,Активный,Ростов-на-Дону,Южный,Дом и сад,Кухонная техника,Bosch,4.5,283,15.1,12.2,22.8,0.6,4.3,296,211,126,0.88
818,565f9998f8d9e3f5,71.07,77.77,55.44,0.5700945716386501,0.5319280697751072,0.5560381329073807,4,2,3,0,44,0,0.9772727272727273,Активный,Омск,Сибирский,Электроника,Аудио,JBL,5.0,340,35.8,1.1,61.4,0.85,6.6,162,257,192,0.88
819,d563a7649e4c0fca,71.07,75.92,59.76,0.6828300499480235,0.4589310615856596,0.6226990948505363,5,4,3,0,20,3,0.85,Новичок,Красноярск,Сибирский,Услуги,Ремонт,Бытовой техники,4.6,115,16.4,1.9,5.0,0.87,5.4,77,87,68,0.9
820,7d0c178fc2e1efef,71.07,75.06,61.76,0.662358966557643,0.48334093963134805,0.6921921350878528,5,4,2,1,22,2,0.9090909090909091,Новичок,Пермь,Приволжский,Электроника,Смартфоны и телефоны,Apple,4.7,184,25.2,6.5,5.0,0.68,6.0,290,135,77,0.81
821,9a75723f072aed92,71.07,77.77,55.44,0.5700945716386501,0.5319280697751072,0.5560381329073807,4,2,3,0,44,0,0.9772727272727273,Активный,Омск,Сибирский,Электроника,Аудио,JBL,5.0,340,35.8,1.1,61.4,0.85,6.6,162,257,192,0.88
822,6b4da8522353af8c,71.07,75.92,59.76,0.6828300499480235,0.4589310615856596,0.6226990948505363,5,4,3,0,20,3,0.85,Новичок,Красноярск,Сибирский,Услуги,Ремонт,Бытовой техники,4.6,115,16.4,1.9,5.0,0.87,5.4,77,87,68,0.9
823,bf9c90bba40a209f,71.06,74.33,63.44,0.7033848026165664,0.5906607337542151,0.5862249942952766,10,2,2,0,23,0,0.6521739130434783,Уходящий,Красноярск,Сибирский,Дом и сад,Инструменты,Makita,4.8,146,39.7,10.9,34.9,0.76,4.6,221,109,85,0.99
824,ff0d9936480d66ff,71.04,78.39,53.87,0.5368195532567632,0.5511054486448113,0.5288044167237139,3,3,4,1,15,0,1.0,Новичок,Ростов-на-Дону,Южный,Хобби и отдых,Музыкальные инструменты,Гитары,5.0,215,26.4,0.7,17.3,0.81,2.8,541,160,145,0.81
825,c48513d68a206cbb,71.04,73.01,66.45,0.8241576024948658,0.5508233817600974,0.5654388833954515,5,4,4,1,18,0,1.0,Уходящий,Владивосток,Дальневосточный,Авто,Запчасти,Mercedes-Benz,5.0,145,12.5,1.7,84.1,0.65,6.6,97,109,64,0.7
826,363565ad91d4762f,71.04,74.72,62.46,0.6516315509241652,0.5762994092441875,0.6370204862959864,4,4,3,1,47,0,0.851063829787234,Активный,Ростов-на-Дону,Южный,Хобби и отдых,Коллекционирование,Винил,4.8,115,18.5,6.1,51.2,0.35,3.5,383,84,77,0.87
827,8e01233b75e529e9,71.03,77.62,55.65,0.6504170786744758,0.5098818488375041,0.47792018457949853,4,4,4,0,18,0,0.9444444444444444,Спящий,Санкт-Петербург,Северо-Западный,Недвижимость,Квартиры,Вторичка,4.6,418,3.5,2.2,54.9,0.5,2.6,87,316,244,0.9
828,be61a1d01d6e930d,71.03,72.54,67.5,0.7545447630638168,0.4976876854035141,0.7461569179280445,6,2,2,3,15,0,0.8666666666666667,Активный,Нижний Новгород,Приволжский,Авто,Запчасти,Hyundai/Kia,4.7,73,8.1,2.7,44.8,0.79,2.9,396,54,50,0.94
829,3561fdc1d5bd851a,71.03,78.22,54.26,0.5531046373063564,0.5511846809157982,0.5198733551380543,3,5,4,1,16,0,1.0,Спящий,Владивосток,Дальневосточный,Дом и сад,Кухонная техника,DeLonghi,4.7,388,12.4,4.5,38.8,0.49,4.6,36,290,213,0.68
830,cb2553fc687d7d8e,71.02,73.54,65.14,0.6357343880733247,0.7172466468902917,0.6063011840470577,4,1,4,2,13,0,1.0,Активный,Воронеж,Центральный,Дом и сад,Кухонная техника,Bosch,5.0,67,6.6,4.5,9.2,1.0,2.7,184,51,35,0.84
831,927b4252004829cf,71.02,75.24,61.16,0.6574021956846936,0.4752389645292969,0.6868696280520271,4,2,2,2,13,0,0.8461538461538461,Премиум,Екатеринбург,Уральский,Услуги,Доставка,Грузчики,5.0,145,15.9,9.3,23.7,0.6,3.8,132,109,90,0.92
832,5ca5fd2725220029,71.02,71.37,70.21,0.696924520169367,0.6591535458025911,0.7519377044192592,6,3,4,2,23,0,0.9130434782608695,Уходящий,Москва,Центральный,Авто,Шины и диски,Continental,4.9,106,61.5,1.9,37.6,0.9,7.7,346,79,50,0.83
833,05770408d406b940,71.02,75.97,59.49,0.612897746000355,0.5301012905352298,0.6355651479424963,4,3,4,3,20,0,0.9,Активный,Нижний Новгород,Приволжский,Авто,Шины и диски,Nokian,5.0,167,36.2,2.5,19.7,0.51,2.9,1459,122,103,0.66
834,1235f3bc98e13866,71.01,73.18,65.95,0.7466595674551862,0.5466741461930478,0.6561262391927183,4,5,4,2,16,0,0.9375,Новичок,Ростов-на-Дону,Южный,Услуги,Доставка,Грузчики,5.0,137,12.2,8.6,5.0,0.41,2.3,24,101,76,0.87
835,329c87ddf167f562,71.01,73.18,65.95,0.7466595674551862,0.5466741461930478,0.6561262391927183,4,5,4,2,16,0,0.9375,Новичок,Ростов-на-Дону,Южный,Услуги,Доставка,Грузчики,5.0,137,12.2,8.6,5.0,0.41,2.3,24,101,76,0.87
836,6de154e46a5eaa3e,71.01,74.63,62.56,0.7542988260946731,0.46303909637179586,0.6166051824243807,6,3,3,1,29,0,0.896551724137931,Активный,Нижний Новгород,Приволжский,Электроника,Аудио,Apple,4.5,224,4.1,0.9,20.6,0.78,5.9,534,170,100,0.78
837,11097537a32a35a5,71.01,76.03,59.29,0.5558986841104435,0.69196394614741,0.5430510129053523,4,2,4,0,19,3,0.8947368421052632,Новичок,Нижний Новгород,Приволжский,Одежда и обувь,Обувь,Puma,4.8,309,,7.0,33.0,0.6,5.3,451,232,131,0.78
838,2760e9d10cae7f5d,71.0,76.32,58.6,0.738074592429198,0.3834765852792779,0.5858193250678229,6,3,4,0,21,0,0.9047619047619048,Новичок,Красноярск,Сибирский,Дом и сад,Мебель,Диваны,4.6,262,13.7,1.1,28.3,0.44,4.7,40,193,116,0.99
839,b6f33eab35490da5,71.0,73.98,64.06,0.7471032681727138,0.41096130929743163,0.7281128774625389,7,2,3,1,46,3,0.8695652173913043,Постоянный клиент,Ростов-на-Дону,Южный,Электроника,Аудио,Apple,4.9,210,26.4,2.7,47.8,0.46,3.8,40,159,127,0.89
840,6e62b0acfa35c03f,71.0,75.44,60.63,0.7235541695190285,0.4026875586318806,0.6537080702821937,6,1,3,1,16,4,0.875,Премиум,Новосибирск,Сибирский,Авто,Автомобили,Toyota,4.9,101,13.2,2.6,46.5,0.45,5.1,40,76,59,0.76
841,c1e79bd3b33242c5,71.0,75.46,60.57,0.7557617707461779,0.2654952967723942,0.7459357014274486,6,2,0,1,50,3,0.9,Активный,Воронеж,Центральный,Электроника,Ноутбуки,ASUS,4.8,199,14.7,2.0,5.0,0.79,2.8,224,147,83,0.99
842,161c1314f8ec66dd,70.99,71.92,68.81,0.7853249156968638,0.46468078902664745,0.781862148525646,5,2,4,3,19,0,0.8947368421052632,Новичок,Пермь,Приволжский,Авто,Запчасти,Hyundai/Kia,5.0,114,7.6,1.4,26.9,0.49,4.2,346,85,47,0.87
843,1e1c25a413becbbc,70.99,73.74,64.57,0.5376486397403717,0.742497020866611,0.6931372176161862,6,1,6,1,46,0,0.7608695652173914,Уходящий,Краснодар,Южный,Авто,Запчасти,VAG,4.8,412,274.3,4.2,69.8,0.76,3.4,85,307,213,0.99
844,4ae7cf7634c45450,70.99,77.86,54.98,0.5721482721026343,0.6293489008899368,0.44047691488552526,5,0,4,0,15,0,0.9333333333333333,Активный,Казань,Приволжский,Электроника,Аудио,JBL,4.8,124,16.7,7.6,16.1,0.61,2.9,127,91,68,0.87
845,b1f2c178f166426f,70.98,76.02,59.24,0.5357039628812658,0.4950476661342258,0.7654617022894956,5,1,3,2,17,0,0.8823529411764706,Новичок,Владивосток,Дальневосточный,Авто,Шины и диски,Bridgestone,5.0,123,132.9,5.4,17.4,0.36,3.4,354,91,53,0.99
846,aa4ea382ea079389,70.97,74.29,63.24,0.6573641641946198,0.5549092315103572,0.6766290154914937,3,6,3,3,21,0,0.8095238095238095,Новичок,Нижний Новгород,Приволжский,Авто,Запчасти,Hyundai/Kia,5.0,333,10.0,5.1,38.0,0.53,1.9,374,249,139,0.82
847,53be94e9e868909a,70.97,74.29,63.24,0.6573641641946198,0.5549092315103572,0.6766290154914937,3,6,3,3,21,0,0.8095238095238095,Новичок,Нижний Новгород,Приволжский,Авто,Запчасти,Hyundai/Kia,5.0,333,10.0,5.1,38.0,0.53,1.9,374,249,139,0.82
848,6ae0ffc32d34a04e,70.97,73.04,66.15,0.7124388326867981,0.5447928551507315,0.7103363251438858,6,1,7,2,37,0,0.8648648648648649,Активный,Воронеж,Центральный,Услуги,Доставка,Грузчики,4.9,532,15.4,3.5,33.9,0.4,1.8,45,399,187,0.97
849,40067f7df081c23b,70.97,74.78,62.09,0.7561598336756168,0.5106691006820314,0.5509381100884866,5,4,1,0,18,0,0.8888888888888888,Активный,Омск,Сибирский,Одежда и обувь,Аксессуары,Очки,4.7,91,8.2,4.1,61.7,0.76,3.9,1524,68,33,0.98
850,7d4bcbd2e2ceb0cb,70.97,74.29,63.24,0.6573641641946198,0.5549092315103572,0.6766290154914937,3,6,3,3,21,0,0.8095238095238095,Новичок,Нижний Новгород,Приволжский,Авто,Запчасти,Hyundai/Kia,5.0,333,10.0,5.1,38.0,0.53,1.9,374,249,139,0.82
851,62c311330b4d0d2e,70.97,76.59,57.86,0.5902639385411121,0.6091884080018256,0.5326031287239168,4,1,4,0,47,0,0.851063829787234,Новичок,Москва,Центральный,Недвижимость,Квартиры,Вторичка,4.9,157,10.4,4.1,37.1,0.62,4.1,155,118,84,0.89
852,2d93b616f6d0a9fc,70.96,74.14,63.56,0.7410435840876246,0.40902867574351565,0.721507441494891,8,2,3,2,20,0,0.75,Постоянный клиент,Уфа,Приволжский,Услуги,Обучение,Вождение,4.7,243,19.9,1.4,52.7,0.49,3.4,194,184,108,0.87
853,49f16f32955ddad3,70.96,76.36,58.38,0.6834841915772928,0.2915722217996501,0.743101721558784,5,2,3,2,39,0,0.7692307692307693,Новичок,Новосибирск,Сибирский,Услуги,Обучение,Вождение,5.0,183,26.7,1.2,11.6,0.55,2.5,25,137,67,0.97
854,88f5418e8196e328,70.96,76.36,58.38,0.6834841915772928,0.2915722217996501,0.743101721558784,5,2,3,2,39,0,0.7692307692307693,Новичок,Новосибирск,Сибирский,Услуги,Обучение,Вождение,5.0,183,26.7,1.2,11.6,0.55,2.5,25,137,67,0.97
855,1befe031363638b3,70.96,74.4,62.93,0.6900281433026546,0.7005235668466825,0.47704038944245836,5,2,4,0,49,0,0.9183673469387755,Постоянный клиент,Екатеринбург,Уральский,Недвижимость,"Дома, дачи, коттеджи",Продажа,4.8,218,15.8,7.9,44.3,0.47,2.1,640,163,103,0.91
856,89394771ecd6bf88,70.95,73.76,64.37,0.5373874901751985,0.7188629852184275,0.7102887857812936,3,2,5,1,17,4,0.8823529411764706,Постоянный клиент,Краснодар,Южный,Авто,Автомобили,Toyota,4.8,191,7.9,2.7,25.9,0.87,9.2,652,142,132,0.8
857,ac88ee9a81023a3b,70.94,78.97,52.19,0.6156715093430695,0.3930472097563449,0.5258360589234553,5,2,3,0,14,0,0.8571428571428571,Активный,Красноярск,Сибирский,Дети и игрушки,Игрушки,Интерактивные,4.8,119,30.6,2.0,31.3,0.58,7.2,96,89,52,0.94
858,4f2203c44e7a8ff0,70.94,75.15,61.1,0.7627113916989935,0.5579764711848076,0.4618708957683629,6,1,3,0,15,0,0.8666666666666667,Активный,Владивосток,Дальневосточный,Услуги,Обучение,Английский,5.0,94,11.2,5.6,24.1,0.64,4.9,237,69,46,0.83
859,1b4e9ed07a8cfbc9,70.94,74.3,63.09,0.6346669709185873,0.5548997236378388,0.7019732004766615,4,1,4,2,15,0,0.8666666666666667,Постоянный клиент,Красноярск,Сибирский,Услуги,Обучение,Вождение,5.0,68,6.9,3.2,50.5,0.51,2.9,103,51,33,0.94
860,27fb393468c69243,70.94,76.73,57.43,0.5918536548261961,0.375935574655815,0.7492374686240207,5,1,2,2,38,0,0.7105263157894737,Новичок,Владивосток,Дальневосточный,Услуги,Обучение,Программирование,5.0,220,35.6,1.2,25.0,0.75,4.3,459,165,139,0.87
861,e2859baa249cfb83,70.93,75.19,60.99,0.6454527015035116,0.6683153317613652,0.5039559088258411,6,0,3,1,16,0,0.9375,Активный,Нижний Новгород,Приволжский,Авто,Запчасти,Mercedes-Benz,5.0,149,,7.9,70.6,0.71,2.9,120,107,75,0.74
862,775258c3f8b87b3d,70.93,74.31,63.04,0.6889353718212012,0.6617422225602798,0.5211169848634669,4,3,4,0,17,3,0.9411764705882353,Активный,Челябинск,Уральский,Одежда и обувь,Обувь,Puma,5.0,151,18.4,4.9,44.4,0.57,4.6,383,114,76,0.78
863,18c708942e6d85af,70.92,76.07,58.91,0.472835374356634,0.625752389645293,0.7075701680991862,3,2,5,2,17,0,0.8823529411764706,Уходящий,Челябинск,Уральский,Авто,Шины и диски,Continental,4.7,201,14.3,2.5,40.1,0.62,8.1,379,149,107,0.79
864,b6fed42aaacd4c0a,70.91,74.91,61.59,0.9096574630460689,0.4339069749752795,0.4060799675464618,8,3,2,0,23,0,0.782608695652174,Новичок,Воронеж,Центральный,Хобби и отдых,Винтажная одежда,Levi's,4.9,202,6.2,2.6,54.9,0.59,2.1,546,154,117,0.8
865,03205cb70c4eba98,70.9,79.43,51.01,0.7130777617200376,0.21041872670571232,0.5390260135392105,6,1,0,0,18,3,0.7222222222222222,Спящий,Нижний Новгород,Приволжский,Электроника,Аудио,JBL,5.0,84,21.5,2.1,12.1,0.7,7.1,98,62,49,0.76
866,59793fce0342a70e,70.9,71.8,68.79,0.7549402905605842,0.49777515783068377,0.788588651403362,6,3,4,3,22,0,0.9090909090909091,Новичок,Москва,Центральный,Электроника,Игровые приставки,Sony,4.7,211,16.9,0.1,11.5,0.71,2.3,845,159,107,0.99
867,e948f3679c27e5af,70.9,79.43,51.01,0.7130777617200376,0.21041872670571232,0.5390260135392105,6,1,0,0,18,3,0.7222222222222222,Спящий,Нижний Новгород,Приволжский,Электроника,Аудио,JBL,5.0,84,21.5,2.1,12.1,0.7,7.1,98,62,49,0.76
868,386815f5a9272556,70.9,75.23,60.79,0.6150782180979185,0.5918340052229913,0.6145590882584112,7,2,3,1,30,0,0.9333333333333333,Уходящий,Нижний Новгород,Приволжский,Дети и игрушки,Конструкторы,City,4.7,419,78.6,9.1,36.0,0.52,3.7,269,315,284,0.83
869,88f5bfd6408ea193,70.9,79.43,51.01,0.7130777617200376,0.21041872670571232,0.5390260135392105,6,1,0,0,18,3,0.7222222222222222,Спящий,Нижний Новгород,Приволжский,Электроника,Аудио,JBL,5.0,84,21.5,2.1,12.1,0.7,7.1,98,62,49,0.76
870,321c0bb04e060a5e,70.88,77.65,55.07,0.75325422783398,0.28457315990973864,0.5466773154838873,6,1,2,0,47,0,0.7872340425531915,Премиум,Владивосток,Дальневосточный,Недвижимость,Коммерческая,Офисы,4.9,116,6.9,2.3,29.6,0.36,2.9,131,84,74,0.99
871,d72c367b8f6a06f6,70.88,76.94,56.72,0.351565629674704,0.6337764001926928,0.7881671357217109,3,0,5,1,47,3,0.8936170212765957,Активный,Омск,Сибирский,Электроника,Ноутбуки,HP,4.9,179,26.2,3.4,5.0,0.71,4.4,286,138,90,0.99
872,77e0b881b8875b34,70.87,68.96,75.32,0.7854871833878452,0.716432139144545,0.7469137445805127,6,4,3,3,21,0,0.9523809523809523,Активный,Ростов-на-Дону,Южный,Авто,Шины и диски,Nokian,5.0,99,33.5,4.5,37.8,0.96,6.0,2827,75,70,0.77
873,d5690f5ceb723175,70.87,76.21,58.4,0.40683299104992265,0.643352095535103,0.7609930022058264,3,0,4,2,13,0,0.9230769230769231,Уходящий,Казань,Приволжский,Авто,Шины и диски,Continental,4.8,100,11.6,6.8,39.6,0.37,8.1,269,74,30,0.99
874,f015bf126991ee15,70.87,73.46,64.84,0.6673360208919652,0.4830861286478538,0.7886235136025963,6,2,4,3,21,3,0.9047619047619048,Постоянный клиент,Владивосток,Дальневосточный,Авто,Запчасти,Hyundai/Kia,4.5,240,14.3,3.9,16.6,0.35,2.5,67,179,126,0.84
875,33ca83320c74cf17,70.86,74.61,62.12,0.754532085900459,0.6991626733602088,0.36538627316751604,4,3,5,0,19,0,1.0,Уходящий,Ростов-на-Дону,Южный,Дети и игрушки,Коляски,Peg Perego,5.0,97,2.4,0.5,58.3,1.0,2.8,269,74,51,0.68
876,f53b85869d56d6ce,70.86,76.07,58.71,0.6343424355366243,0.5436132451002764,0.5677277452397252,4,4,3,0,18,0,0.8888888888888888,Спящий,Красноярск,Сибирский,Услуги,Ремонт,Телефонов,4.7,90,15.2,4.0,66.1,0.59,6.7,134,69,29,0.93
877,f921e04d41f1321c,70.86,76.07,58.71,0.6343424355366243,0.5436132451002764,0.5677277452397252,4,4,3,0,18,0,0.8888888888888888,Спящий,Красноярск,Сибирский,Услуги,Ремонт,Телефонов,4.7,90,15.2,4.0,66.1,0.59,6.7,134,69,29,0.93
878,15e9129e9fecf418,70.86,76.31,58.16,0.7344032859207423,0.4611723840673411,0.49827400420881823,4,3,3,0,18,3,0.9444444444444444,Новичок,Новосибирск,Сибирский,Недвижимость,Коммерческая,Офисы,5.0,109,9.2,2.5,54.1,0.62,3.5,60,80,70,0.77
879,36be9384ad28bb37,70.85,74.13,63.18,0.7755837833726326,0.47186683907608834,0.6000412007809133,4,5,4,2,18,0,0.8888888888888888,Уходящий,Омск,Сибирский,Дом и сад,Кухонная техника,Bosch,5.0,273,5.7,1.3,53.7,0.49,2.1,106,203,106,0.77
880,1fa6c937089aafc0,70.85,73.8,63.95,0.7176466113942345,0.35023325980578585,0.8245360158210999,9,0,2,2,18,0,0.7222222222222222,Постоянный клиент,Екатеринбург,Уральский,Авто,Запчасти,Toyota,4.8,63,9.3,0.5,47.0,0.75,7.7,108,49,30,0.99
881,51ad4001448a999a,70.85,74.13,63.18,0.7755837833726326,0.47186683907608834,0.6000412007809133,4,5,4,2,18,0,0.8888888888888888,Уходящий,Омск,Сибирский,Дом и сад,Кухонная техника,Bosch,5.0,273,5.7,1.3,53.7,0.49,2.1,106,203,106,0.77
882,bc54b8255dc230c1,70.83,74.77,61.62,0.5422859460967013,0.595334170026115,0.7356323369082934,4,2,5,3,18,0,0.8888888888888888,Премиум,Владивосток,Дальневосточный,Электроника,Игровые приставки,Sony,5.0,164,53.3,3.2,18.0,0.58,3.1,352,123,54,0.85
883,be6c6c5c99bc564e,70.82,71.5,69.21,0.6383712380517735,0.6487227757916889,0.8071885854821126,4,4,4,2,18,0,1.0,Постоянный клиент,Нижний Новгород,Приволжский,Хобби и отдых,Коллекционирование,LEGO,4.7,231,14.4,3.6,25.3,0.83,6.1,134,178,99,0.98
884,a702dafb67d5f3f0,70.81,72.25,67.45,0.7775512791257829,0.6192141426434421,0.5924006744250906,6,2,4,1,50,0,0.84,Активный,Владивосток,Дальневосточный,Электроника,Смартфоны и телефоны,Xiaomi,4.9,153,15.6,1.2,61.7,0.76,1.3,419,114,104,0.98
885,f67663cddecaba29,70.79,75.17,60.57,0.7037321568925737,0.586117872264902,0.4946400953322685,6,0,3,0,19,0,0.8947368421052632,Активный,Пермь,Приволжский,Хобби и отдых,Спорт и отдых,Велосипеды,5.0,81,13.5,3.4,46.1,0.73,5.1,307,59,35,0.82
886,f3c18f319b449840,70.79,75.09,60.76,0.4403615526989681,0.7204064298572551,0.7177885956238432,3,3,5,1,19,3,0.8947368421052632,Новичок,Санкт-Петербург,Северо-Западный,Электроника,Ноутбуки,Dell,4.6,174,23.9,6.4,50.5,0.65,3.4,72,131,87,0.91
887,46363b31f429b3b7,70.79,73.74,63.91,0.7189574300854442,0.4995360158210998,0.6722230673664462,6,2,2,1,15,4,0.8666666666666667,Постоянный клиент,Екатеринбург,Уральский,Авто,Автомобили,Hyundai,4.9,115,25.5,7.7,26.3,0.69,3.5,113,81,58,0.86
888,705daf92d51e12cc,70.79,77.54,55.05,0.7596435181663752,0.3129002814330265,0.5091345300575544,5,3,2,1,18,0,0.8333333333333334,Активный,Ростов-на-Дону,Южный,Дом и сад,Кухонная техника,DeLonghi,5.0,186,22.2,2.2,22.2,0.63,3.1,98,136,87,0.7
889,a73835188b30d1cb,70.78,76.63,57.15,0.6220810831368373,0.4237982049136686,0.6518020587713294,4,1,2,2,13,0,0.9230769230769231,Активный,Казань,Приволжский,Услуги,Обучение,Вождение,5.0,84,9.8,1.8,24.8,0.85,5.2,251,62,43,0.82
890,acaa414e6e426157,70.78,75.24,60.36,0.5927207727998783,0.6231909687888239,0.5985351537739916,3,2,2,1,16,0,0.9375,Постоянный клиент,Краснодар,Южный,Хобби и отдых,Музыкальные инструменты,Ударные,5.0,88,7.9,9.5,73.4,0.68,3.3,486,68,49,0.87
891,654bf39ff29e8820,70.78,77.07,56.11,0.507375573641642,0.41422441114576203,0.7796512512360235,3,2,1,2,15,0,1.0,Спящий,Пермь,Приволжский,Авто,Шины и диски,Continental,5.0,85,,6.4,45.5,0.62,7.5,90,62,53,0.97
