rank,user_id,pro_score,pro_score_raw,user_segment_marketing,user_city,user_region,ad_category_1,ad_category_2,ad_category_3,total_ads_last_12m,avg_ad_lifetime_days,questions_per_ad_avg,rating_seller,reviews_count,response_time_minutes,total_deals_last_12m,deal_success_rate,contacts_per_ad_avg,followers_count,avg_views_per_day,score_total_ads_last_12m,score_avg_ad_lifetime_days,score_questions_per_ad_avg,score_rating_seller,score_reviews_count,score_response_time_minutes,score_total_deals_last_12m,score_deal_success_rate,score_contacts_per_ad_avg
710,f9badab7d3b2a5bd,76.4,0.7639532830345132,Новичок,Екатеринбург,Уральский,Услуги,Доставка,Курьер,114,5.0,4.3,5.0,151,27.2,101,0.95,2.6,651,152,0.8954387566238179,0.46173359240069084,0.8194518394564032,0.9109605294381311,0.8935371821201288,0.45190402817521463,0.9351563094242032,0.86484876144114,0.1447351740574529
711,f413c97862790f69,76.4,0.764026532893165,Новичок,Нижний Новгород,Приволжский,Услуги,Ремонт,Бытовой техники,211,2.6,2.6,4.9,283,72.6,90,0.93,7.9,45,176,0.9706650439897568,0.8429943868739206,0.5746811693415481,0.7600917552139637,0.970981973073705,0.08799251595861765,0.9199944220481225,0.8231282168302021,0.7267690981465987
712,f3d6838f8c355e2c,76.39,0.763885622114373,Постоянный клиент,Уфа,Приволжский,Дети и игрушки,Конструкторы,Technic,309,1.5,4.5,4.6,412,42.0,257,0.79,9.6,138,704,0.9889455135518876,0.9346259715025906,0.8369336477269846,0.3186120705565956,0.9889581907152456,0.25165089148139996,0.9940670875484902,0.4050226921224107,0.8714028548971882
713,889930ada3a2df69,76.39,0.7638644014642788,Активный,Воронеж,Центральный,Авто,Шины и диски,Nokian,120,3.7,2.2,5.0,157,16.6,97,0.99,2.2,12,132,0.904794503181968,0.6923035405872193,0.49097385968915597,0.9109605294381311,0.9012068659516747,0.6887106537530266,0.9303516645115489,0.959344337111128,0.11749195000126772
714,c8d7b9cba5fd8be9,76.39,0.7638727421561182,Новичок,Казань,Приволжский,Хобби и отдых,Винтажная одежда,Nike,98,4.7,5.0,4.9,131,25.2,78,0.99,4.7,1206,178,0.8636697852488527,0.5169068436960277,0.876131436829695,0.7600917552139637,0.8629978955908826,0.4900258639665419,0.89713749651378,0.959344337111128,0.3438046702669811
715,fdef65590189c258,76.39,0.7638727421561182,Новичок,Казань,Приволжский,Хобби и отдых,Винтажная одежда,Nike,98,4.7,5.0,4.9,131,25.2,78,0.99,4.7,1206,178,0.8636697852488527,0.5169068436960277,0.876131436829695,0.7600917552139637,0.8629978955908826,0.4900258639665419,0.89713749651378,0.959344337111128,0.3438046702669811
716,1071ae49cc0daf66,76.38,0.7638264566701298,Уходящий,Уфа,Приволжский,Электроника,Ноутбуки,Apple,120,3.9,3.5,5.0,159,6.0,77,0.66,0.5,579,217,0.904794503181968,0.6596907383419689,0.7265028777160822,0.9109605294381311,0.9034760781927436,0.9609701738939027,0.8949316700895008,0.09227707208235085,0.04278542633300373
717,7dd4c536de4471ca,76.37,0.763702869522809,Новичок,Москва,Центральный,Одежда и обувь,Аксессуары,Очки,79,2.5,2.8,5.0,104,43.3,49,0.99,11.7,186,86,0.8095636520372201,0.8536269430051814,0.615007225983114,0.9109605294381311,0.8051393220253036,0.23944805194805194,0.7864405060723613,0.959344337111128,0.9646814228848153
718,49f16f32955ddad3,76.36,0.7635654835350704,Новичок,Новосибирск,Сибирский,Услуги,Обучение,Вождение,137,4.1,2.5,5.0,183,26.7,67,0.97,6.5,25,177,0.9259526888263482,0.6262008851468048,0.5541568418650643,0.9109605294381311,0.9255089881088208,0.46014472815320273,0.8682335640577065,0.8974290712710123,0.5640196749575315
719,5cebc329eb620067,76.36,0.7636247392521234,Постоянный клиент,Ростов-на-Дону,Южный,Электроника,Ноутбуки,HP,112,2.0,3.7,4.9,153,39.9,83,0.89,2.8,134,99,0.8920032453538196,0.9005019430051814,0.7527192515402753,0.7600917552139637,0.8961106462817879,0.2720118864186661,0.9078496995512284,0.7230546892827261,0.16001115590375498
720,88f5418e8196e328,76.36,0.7635654835350704,Новичок,Новосибирск,Сибирский,Услуги,Обучение,Вождение,137,4.1,2.5,5.0,183,26.7,67,0.97,6.5,25,177,0.9259526888263482,0.6262008851468048,0.5541568418650643,0.9109605294381311,0.9255089881088208,0.46014472815320273,0.8682335640577065,0.8974290712710123,0.5640196749575315
721,87c18977e2054e1b,76.36,0.7636311389092615,Постоянный клиент,Владивосток,Дальневосточный,Дети и игрушки,Игрушки,Машинки,90,4.3,7.0,4.8,121,16.0,50,0.89,6.0,899,72,0.8439187647372024,0.5914966537132987,0.9582794553890621,0.6232499274922878,0.8449202606424786,0.7051507814219679,0.7928678278948302,0.7230546892827261,0.5018381886868994
722,47a47beeb2aeb043,76.36,0.7636247392521234,Постоянный клиент,Ростов-на-Дону,Южный,Электроника,Ноутбуки,HP,112,2.0,3.7,4.9,153,39.9,83,0.89,2.8,134,99,0.8920032453538196,0.9005019430051814,0.7527192515402753,0.7600917552139637,0.8961106462817879,0.2720118864186661,0.9078496995512284,0.7230546892827261,0.16001115590375498
723,5aa8a76f7aafe3ae,76.33,0.763260422149697,Активный,Екатеринбург,Уральский,Услуги,Ремонт,Бытовой техники,67,4.4,5.3,4.9,90,13.9,43,0.95,8.2,88,91,0.7576633452498669,0.5738746761658031,0.8950837960497959,0.7600917552139637,0.757637990923151,0.7622716266784063,0.7452397251590984,0.86484876144114,0.757283030349129
724,bfd105de47df7768,76.33,0.763260422149697,Активный,Екатеринбург,Уральский,Услуги,Ремонт,Бытовой техники,67,4.4,5.3,4.9,90,13.9,43,0.95,8.2,88,91,0.7576633452498669,0.5738746761658031,0.8950837960497959,0.7600917552139637,0.757637990923151,0.7622716266784063,0.7452397251590984,0.86484876144114,0.757283030349129
725,2760e9d10cae7f5d,76.32,0.7631699563081017,Новичок,Красноярск,Сибирский,Дом и сад,Мебель,Диваны,193,4.6,4.7,4.6,262,13.7,116,0.99,5.9,40,29,0.9632615805887275,0.5359995682210709,0.8537562435029538,0.3186120705565956,0.9644659111077305,0.7676645388509795,0.9513704013589919,0.959344337111128,0.4890849623488248
726,15e9129e9fecf418,76.31,0.7630666367917107,Новичок,Новосибирск,Сибирский,Недвижимость,Коммерческая,Офисы,80,4.5,3.5,5.0,109,9.2,70,0.77,9.2,60,536,0.8129864861438605,0.5553621545768567,0.7265028777160822,0.9109605294381311,0.817055855581755,0.8888399735857363,0.8771456098983291,0.3420932532136609,0.8430567176288634
727,6bb75130e05b12a5,76.29,0.762865347589037,Постоянный клиент,Казань,Приволжский,Авто,Запчасти,Hyundai/Kia,84,1.3,3.4,5.0,112,9.4,63,0.58,1.5,89,83,0.826094673055957,0.9454879101899827,0.7124312263887832,0.9109605294381311,0.8245987677797216,0.8841074180057231,0.8535027002357952,0.023807712786186964,0.07970132603128724
728,be7b88baa1e39c94,76.28,0.7627556113007349,Активный,Ростов-на-Дону,Южный,Электроника,Игровые приставки,Sony,104,3.5,3.1,5.0,139,35.1,65,0.99,4.4,29,349,0.8763342714434218,0.7232836787564767,0.6663877690727923,0.9109605294381311,0.8756877361121675,0.3285549196566146,0.8609949037803302,0.959344337111128,0.3087016049288811
729,d3196fe716ed8a8a,76.28,0.7627684807506618,Новичок,Красноярск,Сибирский,Авто,Автомобили,Toyota,124,4.8,10.0,4.7,166,10.7,56,0.96,1.6,134,196,0.9101315889556553,0.49829987046632124,0.9927233082325498,0.46923036359321857,0.9108161557769834,0.8516536429672023,0.8249283740270277,0.8820770264445628,0.08437919931036231
730,0d2a30ca8f58b2ff,76.28,0.7627946201568373,Спящий,Омск,Сибирский,Электроника,Ноутбуки,Lenovo,90,3.8,6.8,5.0,121,22.5,40,0.77,3.9,91,136,0.8439187647372024,0.6762602547495682,0.9529677239420907,0.9109605294381311,0.8449202606424786,0.5449867928681488,0.7202276818539084,0.3420932532136609,0.25808169164067846
731,98f88a6ad86b67da,76.27,0.7626567291073634,Постоянный клиент,Москва,Центральный,Хобби и отдых,Коллекционирование,Карточки,271,,1.4,5.0,360,5.0,230,0.93,6.0,376,256,0.9844324433964656,0.5,0.28197814457037096,0.9109605294381311,0.9841535458025912,0.9762546775258639,0.9915316548769048,0.8231282168302021,0.5018381886868994
732,6a04757c72857671,76.27,0.7627361159004177,Постоянный клиент,Уфа,Приволжский,Одежда и обувь,Аксессуары,Очки,100,4.5,3.2,4.8,132,4.3,79,0.99,5.8,196,38,0.8674475799295149,0.5553621545768567,0.682246900433559,0.6232499274922878,0.864658603990771,0.984949372661237,0.8993560001014173,0.959344337111128,0.4760401612535179
733,5e543a3067a9b970,76.27,0.7626921869246485,Новичок,Воронеж,Центральный,Услуги,Доставка,Курьер,186,5.8,2.7,5.0,248,16.4,108,0.89,7.9,432,51,0.9604345731599098,0.32630343264248707,0.5954210085951167,0.9109605294381311,0.9601049669126036,0.6938972044904248,0.9431682766664131,0.7230546892827261,0.7267690981465987
734,9ddb5f90d0680e67,76.27,0.7627155795951002,Премиум,Воронеж,Центральный,Авто,Автомобили,Volkswagen,119,2.1,3.7,4.7,155,19.8,92,0.81,8.7,2402,271,0.9030450546385741,0.8921632124352331,0.7527192515402753,0.46923036359321857,0.8987728505869527,0.6058359013867488,0.9231130042341725,0.4693719733272483,0.8028827869475926
735,dde580d8f6d9b0d3,76.25,0.7625361601018519,Премиум,Уфа,Приволжский,Дети и игрушки,Конструкторы,City,238,3.8,10.9,4.4,320,,175,0.88,10.7,91,27,0.97810653888086,0.6762602547495682,0.9959813392155371,0.10343554723547868,0.9783220506579448,0.5,0.9814659871707107,0.6937324104358409,0.9307446565756446
736,644ff2267214e8cd,76.24,0.7624030413475135,Постоянный клиент,Москва,Центральный,Авто,Шины и диски,Michelin,104,4.6,8.0,4.9,142,50.7,46,0.89,10.9,1589,92,0.8763342714434218,0.5359995682210709,0.9759387439466545,0.7600917552139637,0.8809994675591389,0.18401937046004843,0.7670571232980908,0.7230546892827261,0.9391115843918765
737,b1865cd0e9800839,76.23,0.7622620620352081,Активный,Москва,Центральный,Электроника,Ноутбуки,Acer,133,3.9,4.1,5.0,182,27.1,83,0.72,5.0,685,154,0.9212621383839152,0.6596907383419689,0.7990923151035724,0.9109605294381311,0.9248624527775665,0.4534173453664979,0.9078496995512284,0.20504044015111178,0.37949088511954565
738,ed85fadb7188b291,76.22,0.7622192628378108,Постоянный клиент,Краснодар,Южный,Электроника,Аудио,Apple,135,4.9,3.4,5.0,177,89.8,126,0.99,10.0,177,151,0.9237848938921427,0.4798818005181347,0.7124312263887832,0.9109605294381311,0.9206409573793768,0.052512106537530266,0.9597880378286554,0.959344337111128,0.8955274967673233
739,d5690f5ceb723175,76.21,0.7621213851551423,Уходящий,Казань,Приволжский,Авто,Шины и диски,Continental,74,4.1,8.1,4.8,100,11.6,30,0.99,5.4,269,104,0.7908521589209199,0.6262008851468048,0.9772952004259526,0.6232499274922878,0.7931594026520625,0.8271791767554479,0.6119266752871377,0.959344337111128,0.4286148931315129
740,cbd95894bd1fd5a3,76.21,0.7620820259950025,Активный,Уфа,Приволжский,Дети и игрушки,Коляски,Peg Perego,273,6.0,5.3,5.0,364,57.3,192,0.99,0.0,187,1934,0.9848634669506351,0.29382556131260795,0.8950837960497959,0.9109605294381311,0.9846859866636242,0.1462277129650011,0.9856874825689004,0.959344337111128,0.015770391217261225
741,cb09fb9f725cca3c,76.21,0.7620820259950025,Активный,Уфа,Приволжский,Дети и игрушки,Коляски,Peg Perego,273,6.0,5.3,5.0,364,57.3,192,0.99,0.0,187,1934,0.9848634669506351,0.29382556131260795,0.8950837960497959,0.9109605294381311,0.9846859866636242,0.1462277129650011,0.9856874825689004,0.959344337111128,0.015770391217261225
742,fb3d1226332300ef,76.21,0.762084587942583,Активный,Ростов-на-Дону,Южный,Дом и сад,Кухонная техника,DeLonghi,264,3.3,5.6,4.5,354,31.3,115,0.88,12.0,201,1894,0.9832154357141046,0.754871006044905,0.9113359194746583,0.19302871305402483,0.9835323647980528,0.38130090248734316,0.9504196141071474,0.6937324104358409,0.9710580360538525
743,cf4097a8d5a38516,76.19,0.76187779458537,Новичок,Санкт-Петербург,Северо-Западный,Дом и сад,Кухонная техника,DeLonghi,214,2.2,5.2,4.7,285,22.7,174,0.73,1.5,1606,37,0.9718059886919703,0.8837840025906736,0.8890114348013488,0.46923036359321857,0.9714383509545904,0.5402679947171473,0.9811870895768363,0.2292031135113207,0.07970132603128724
744,ff537de39d4f0d6f,76.18,0.7618387105609892,Активный,Ростов-на-Дону,Южный,Недвижимость,"Дома, дачи, коттеджи",Продажа,69,5.8,6.1,5.0,93,19.3,42,0.99,10.5,1414,210,0.7681220050201567,0.32630343264248707,0.9327096168961233,0.9109605294381311,0.7689586978017798,0.6179286814880035,0.7367333485459293,0.959344337111128,0.9217565477548744
745,4d3b4ca7d8a53d8b,76.17,0.7616503985357091,Активный,Новосибирск,Сибирский,Авто,Автомобили,Volkswagen,196,5.5,3.5,4.9,263,10.2,91,0.73,10.6,145,156,0.9645546512512361,0.37432534542314333,0.7265028777160822,0.7600917552139637,0.9647828401916787,0.8642829627999119,0.921642453284653,0.2292031135113207,0.9263583580538018
746,fca13a24d10d1705,76.17,0.7616503985357091,Активный,Новосибирск,Сибирский,Авто,Автомобили,Volkswagen,196,5.5,3.5,4.9,263,10.2,91,0.73,10.6,145,156,0.9645546512512361,0.37432534542314333,0.7265028777160822,0.7600917552139637,0.9647828401916787,0.8642829627999119,0.921642453284653,0.2292031135113207,0.9263583580538018
747,d7ca0455b2a53e94,76.17,0.7616779441418732,Активный,Самара,Приволжский,Электроника,Аудио,Sennheiser,119,3.6,4.2,4.9,162,26.7,83,0.71,9.3,216,111,0.9030450546385741,0.7075642271157168,0.809411526076925,0.7600917552139637,0.9068101721558784,0.46014472815320273,0.9078496995512284,0.182069420146548,0.8507010471336933
748,fd7441bd2633f698,76.17,0.7616585687868286,Спящий,Красноярск,Сибирский,Дом и сад,Мебель,Диваны,221,4.4,4.1,4.5,295,12.1,88,0.98,12.3,152,69,0.9737202403590173,0.5738746761658031,0.7990923151035724,0.19302871305402483,0.9737329175223752,0.8115369799691834,0.9169011941887883,0.9119444233158388,0.9769022083618569
749,ee441b5550d8e583,76.17,0.7616588835475427,Постоянный клиент,Пермь,Приволжский,Хобби и отдых,Спорт и отдых,Палатки,253,5.3,6.1,4.8,340,18.9,147,0.83,3.3,409,172,0.9813392155371314,0.40948834196891193,0.9327096168961233,0.6232499274922878,0.9816941761111534,0.6290446841294299,0.9714383509545904,0.5346720417839305,0.2013387084505971
750,9edae57577a295f0,76.17,0.7616585687868286,Спящий,Красноярск,Сибирский,Дом и сад,Мебель,Диваны,221,4.4,4.1,4.5,295,12.1,88,0.98,12.3,152,69,0.9737202403590173,0.5738746761658031,0.7990923151035724,0.19302871305402483,0.9737329175223752,0.8115369799691834,0.9169011941887883,0.9119444233158388,0.9769022083618569
751,44b7899b630e8680,76.16,0.7616172159305479,Новичок,Москва,Центральный,Недвижимость,Квартиры,Аренда,164,2.9,3.7,4.9,220,20.1,118,0.57,4.4,39,219,0.9480363073958571,0.807939335060449,0.7527192515402753,0.7600917552139637,0.9486955198904693,0.5995074840413823,0.9531071727390279,0.01959889455135519,0.3087016049288811
752,bd94c0a20cc9077c,76.16,0.7615944588124259,Новичок,Краснодар,Южный,Электроника,Игровые приставки,Nintendo,110,5.5,5.3,5.0,142,32.6,82,0.8,14.5,78,74,0.8880352932227885,0.37432534542314333,0.8950837960497959,0.9109605294381311,0.8809994675591389,0.36224686330618533,0.9058086762506021,0.4370071752744606,0.9965391344032859
753,783ceabef1d1020b,76.16,0.7616208125111724,Новичок,Красноярск,Сибирский,Хобби и отдых,Винтажная одежда,Adidas,75,3.6,6.4,,101,10.5,69,0.89,5.8,472,22,0.7952511346061205,0.7075642271157168,0.9414822139398088,0.5,0.7962526305113967,0.8569227382786705,0.8741411221825004,0.7230546892827261,0.4760401612535179
754,c3033c2d2a7f3bcf,76.15,0.7614515010715301,Спящий,Самара,Приволжский,Хобби и отдых,Спорт и отдых,Рыбалка,90,3.1,6.1,4.9,118,,50,0.77,5.6,163,10,0.8439187647372024,0.7830175949913645,0.9327096168961233,0.7600917552139637,0.8385816789635151,0.5,0.7928678278948302,0.3420932532136609,0.452219771303973
755,2b5aa0cd587ac7f6,76.11,0.7611416312693374,Активный,Уфа,Приволжский,Авто,Запчасти,BMW,86,3.3,2.9,5.0,120,13.4,46,0.77,9.0,714,6,0.8324332547349205,0.754871006044905,0.6331736010750234,0.9109605294381311,0.8427397885449152,0.776304204270306,0.7670571232980908,0.3420932532136609,0.8269820744910119
756,2ddbbeed49465688,76.1,0.7609919447153226,Постоянный клиент,Омск,Сибирский,Дети и игрушки,Конструкторы,City,101,2.6,5.1,4.7,137,41.1,93,0.99,6.4,40,245,0.8698182094774474,0.8429943868739206,0.8825967901422378,0.46923036359321857,0.8728353743566339,0.2603318291877614,0.9247230039806293,0.959344337111128,0.5514185745797521
757,23fa935c4f79fe76,76.09,0.760895457339775,Постоянный клиент,Новосибирск,Сибирский,Одежда и обувь,Одежда,Платья,94,4.6,3.6,5.0,124,15.0,54,0.9,4.6,89,758,0.8536928576861641,0.5359995682210709,0.7398012220785477,0.9109605294381311,0.8506123069901879,0.7327206691613471,0.8153190842017191,0.7500316929083948,0.33174868791359247
758,9921d3882492d7a4,76.09,0.7609022607365565,Спящий,Челябинск,Уральский,Электроника,Ноутбуки,Lenovo,62,,3.6,5.0,83,1.5,57,0.87,10.8,1293,79,0.7301285464364494,0.5,0.7398012220785477,0.9109605294381311,0.7301285464364494,0.9997936385648251,0.8295175071625973,0.6636495017874801,0.9349788291371922
759,c580979c0239a1f9,76.08,0.7607948978595195,Уходящий,Пермь,Приволжский,Авто,Запчасти,Toyota,119,2.7,6.7,4.3,157,12.2,52,0.99,7.4,38,121,0.9030450546385741,0.8323078583765112,0.9506224487208742,0.04863290004482295,0.9012068659516747,0.8087717367378384,0.8043279835703963,0.959344337111128,0.6710529651885094
760,b7d6d95eccaf04d6,76.08,0.7607802552783944,Новичок,Ростов-на-Дону,Южный,Дом и сад,Кухонная техника,Philips,234,,4.3,4.9,310,,114,0.81,4.5,74,924,0.9772952004259526,0.5,0.8194518394564032,0.7600917552139637,0.9768134682183515,0.5,0.949443472528587,0.4693719733272483,0.32006034329758376
761,f53b85869d56d6ce,76.07,0.7607179161956031,Спящий,Красноярск,Сибирский,Услуги,Ремонт,Телефонов,69,2.5,6.7,4.7,90,15.2,29,0.93,11.0,134,63,0.7681220050201567,0.8536269430051814,0.9506224487208742,0.46923036359321857,0.757637990923151,0.7271764252696457,0.5973352602621638,0.8231282168302021,0.9427879617656754
762,18c708942e6d85af,76.07,0.7606543223743617,Уходящий,Челябинск,Уральский,Авто,Шины и диски,Continental,149,4.5,8.1,4.7,201,14.3,107,0.79,5.1,379,230,0.9366268603737228,0.5553621545768567,0.9772952004259526,0.46923036359321857,0.9381861514667478,0.7516508914814,0.9420653634542735,0.4050226921224107,0.39205395400725135
763,f921e04d41f1321c,76.07,0.7607179161956031,Спящий,Красноярск,Сибирский,Услуги,Ремонт,Телефонов,69,2.5,6.7,4.7,90,15.2,29,0.93,11.0,134,63,0.7681220050201567,0.8536269430051814,0.9506224487208742,0.46923036359321857,0.757637990923151,0.7271764252696457,0.5973352602621638,0.8231282168302021,0.9427879617656754
764,fa1d4297fd7a1814,76.07,0.760702915884658,Спящий,Новосибирск,Сибирский,Авто,Запчасти,VAG,152,1.8,1.5,5.0,200,3.2,61,0.76,4.7,191,64,0.9393397733323191,0.9154657815198618,0.31064121092264396,0.9109605294381311,0.9375269389721356,0.9947584195465552,0.8461626226515555,0.31170609264470983,0.3438046702669811
765,91ba4df00665f532,76.06,0.7606034095211629,Уходящий,Новосибирск,Сибирский,Дом и сад,Инструменты,DeWalt,173,3.5,3.4,4.8,233,12.7,71,0.74,6.5,32,43,0.95413402297102,0.7232836787564767,0.7124312263887832,0.6232499274922878,0.954831266955706,0.7952894563064055,0.8798458456935676,0.25544484166222964,0.5640196749575315
766,83dba399884cdcb9,76.05,0.7605452611680392,Новичок,Владивосток,Дальневосточный,Дети и игрушки,Конструкторы,Star Wars,107,2.4,4.5,,144,30.6,73,0.89,7.1,177,296,0.8824953728353744,0.8642864853195165,0.8369336477269846,0.5,0.8840166324383256,0.3924306625577812,0.8851956086306129,0.7230546892827261,0.6353794274993028
767,d35575a338c90d81,76.05,0.7604694990973028,Постоянный клиент,Омск,Сибирский,Хобби и отдых,Коллекционирование,Винил,91,4.1,4.2,5.0,122,6.5,78,0.64,3.3,76,108,0.8466570320225146,0.6262008851468048,0.809411526076925,0.9109605294381311,0.8468345123095257,0.9509272507153863,0.89713749651378,0.0669227453664968,0.2013387084505971
768,575e7adecf262631,76.05,0.7605452611680392,Новичок,Владивосток,Дальневосточный,Дети и игрушки,Конструкторы,Star Wars,107,2.4,4.5,,144,30.6,73,0.89,7.1,177,296,0.8824953728353744,0.8642864853195165,0.8369336477269846,0.5,0.8840166324383256,0.3924306625577812,0.8851956086306129,0.7230546892827261,0.6353794274993028
769,0e8368453336cee1,76.04,0.7603928297064874,Новичок,Краснодар,Южный,Авто,Запчасти,Toyota,85,2.9,5.0,5.0,110,53.1,44,0.98,1.1,403,224,0.8294287670190919,0.807939335060449,0.876131436829695,0.9109605294381311,0.8198701858472148,0.16947776799471714,0.7526558657234858,0.9119444233158388,0.06309424203240283
770,dab52f7274b0b8c5,76.03,0.7602999353740661,Активный,Нижний Новгород,Приволжский,Авто,Запчасти,Mercedes-Benz,106,1.2,4.8,4.6,142,21.2,93,0.82,8.5,469,416,0.880479703861464,0.9504938471502591,0.8617808879085216,0.3186120705565956,0.8809994675591389,0.574290116662998,0.9247230039806293,0.5016733855632464,0.7852488527167161
771,11097537a32a35a5,76.03,0.7603230810342293,Новичок,Нижний Новгород,Приволжский,Одежда и обувь,Обувь,Puma,232,4.1,5.3,4.8,309,,131,0.78,3.0,451,99,0.9767881138916356,0.6262008851468048,0.8950837960497959,0.6232499274922878,0.9766233107679826,0.5,0.9629826829948531,0.373355138054309,0.17594635024466926
772,8f626e85767838ac,76.02,0.7602479892231699,Новичок,Краснодар,Южный,Авто,Шины и диски,Michelin,151,2.5,8.0,4.5,200,34.6,96,0.99,5.2,219,51,0.9384777262239801,0.8536269430051814,0.9759387439466545,0.19302871305402483,0.9375269389721356,0.3352823024433194,0.9290712710123983,0.959344337111128,0.4046423772216729
773,b1f2c178f166426f,76.02,0.7601605208192431,Новичок,Владивосток,Дальневосточный,Авто,Шины и диски,Bridgestone,91,1.7,3.4,5.0,123,132.9,53,0.99,4.7,354,54,0.8466570320225146,0.9219694516407599,0.7124312263887832,0.9109605294381311,0.848685378159783,0.01688036539731455,0.8099186126112421,0.959344337111128,0.3438046702669811
774,a25a25a4d5a31d05,76.02,0.7601578702887414,Активный,Уфа,Приволжский,Хобби и отдых,Спорт и отдых,Сноуборды,187,4.1,4.8,4.7,250,20.6,169,0.89,3.7,171,232,0.9608655967140792,0.6262008851468048,0.8617808879085216,0.46923036359321857,0.9609670140209426,0.587483491085186,0.9796531528105271,0.7230546892827261,0.23831799396567024
775,9995ec299cd098df,76.02,0.7601930545145809,Активный,Пермь,Приволжский,Услуги,Ремонт,Квартир,92,0.6,3.3,4.9,129,22.1,73,0.81,3.7,172,100,0.8491037245505946,0.9738908678756477,0.697865165690525,0.7600917552139637,0.8590806521132831,0.5537227602905569,0.8851956086306129,0.4693719733272483,0.23831799396567024
776,0fa0f00bf1229f99,76.02,0.7602211931381421,Активный,Уфа,Приволжский,Авто,Шины и диски,Michelin,82,1.6,2.6,5.0,108,27.3,43,0.97,5.9,51,165,0.8191856190258867,0.928270725388601,0.5746811693415481,0.9109605294381311,0.8145204229101696,0.4499779881135813,0.7452397251590984,0.8974290712710123,0.4890849623488248
777,d5bfc1409a21980a,76.02,0.7602479892231699,Новичок,Краснодар,Южный,Авто,Шины и диски,Michelin,151,2.5,8.0,4.5,200,34.6,96,0.99,5.2,219,51,0.9384777262239801,0.8536269430051814,0.9759387439466545,0.19302871305402483,0.9375269389721356,0.3352823024433194,0.9290712710123983,0.959344337111128,0.4046423772216729
778,0b8bd623428ae5ca,76.02,0.7601578702887414,Активный,Уфа,Приволжский,Хобби и отдых,Спорт и отдых,Сноуборды,187,4.1,4.8,4.7,250,20.6,169,0.89,3.7,171,232,0.9608655967140792,0.6262008851468048,0.8617808879085216,0.46923036359321857,0.9609670140209426,0.587483491085186,0.9796531528105271,0.7230546892827261,0.23831799396567024
779,a8ae815dd0a91e9f,76.01,0.760081109030348,Спящий,Воронеж,Центральный,Хобби и отдых,Спорт и отдых,Сноуборды,117,3.8,2.3,5.0,160,8.9,63,0.87,3.0,198,386,0.9002180472097564,0.6762602547495682,0.5135011789761923,0.9109605294381311,0.9046423772216728,0.8961589258199427,0.8535027002357952,0.6636495017874801,0.17594635024466926
780,60f1f95dd8111cd5,76.01,0.7601207863486243,Новичок,Санкт-Петербург,Северо-Западный,Недвижимость,Квартиры,Аренда,98,4.1,7.1,4.6,134,8.9,88,0.97,4.4,102,415,0.8636697852488527,0.6262008851468048,0.9606500849369946,0.3186120705565956,0.8682589183844223,0.8961589258199427,0.9169011941887883,0.8974290712710123,0.3087016049288811
781,a06c141877aabf25,76.01,0.7600718390348336,Спящий,Челябинск,Уральский,Одежда и обувь,Одежда,Спортивная,78,,2.6,5.0,103,10.3,54,0.99,10.4,153,56,0.8060901092771482,0.5,0.5746811693415481,0.9109605294381311,0.8023249917598438,0.8618066255778121,0.8153190842017191,0.959344337111128,0.9165082021246925
782,bf3fff5c7801a839,76.0,0.7600379079232072,Уходящий,Воронеж,Центральный,Одежда и обувь,Одежда,Джинсы,399,3.5,3.0,4.9,530,48.4,310,0.86,5.2,371,73,0.997565984635278,0.7232836787564767,0.6504018660784463,0.7600917552139637,0.9953855125377146,0.20066585956416466,0.9978195279024366,0.6318932075758729,0.4046423772216729
783,660c355f394de1b1,76.0,0.7599812540476536,Спящий,Уфа,Приволжский,Услуги,Обучение,Английский,165,0.5,0.5,5.0,217,10.2,123,0.89,7.7,95,62,0.9488222915240486,0.987626835060449,0.01348850181283436,0.9109605294381311,0.9467178824066327,0.8642829627999119,0.9572399279937122,0.7230546892827261,0.7055221723587131
784,4ba74dd0f6c5e20c,75.99,0.759917917733724,Новичок,Уфа,Приволжский,Авто,Шины и диски,Bridgestone,147,1.9,1.0,5.0,197,16.2,107,0.86,10.6,155,96,0.9350548921173398,0.9085168393782384,0.16163383281356963,0.9109605294381311,0.9350675692806978,0.6993451463790447,0.9420653634542735,0.6318932075758729,0.9263583580538018
785,db4d774031e2023d,75.99,0.7598718333432919,Активный,Челябинск,Уральский,Услуги,Ремонт,Квартир,109,4.1,4.3,,139,22.0,99,0.99,7.6,85,174,0.8858674982885829,0.6262008851468048,0.8194518394564032,0.5,0.8756877361121675,0.5560477657935285,0.9325448137724702,0.959344337111128,0.6942141426434421
786,d15e8dbe769703d3,75.98,0.7598490395580578,Уходящий,Ростов-на-Дону,Южный,Одежда и обувь,Одежда,Куртки,297,5.8,5.8,,396,29.5,251,0.95,8.2,57,34,0.9877411830328846,0.32630343264248707,0.920780406176314,0.5,0.987665120052737,0.41138839973585734,0.9936107096676048,0.86484876144114,0.757283030349129
787,05e5f25f5efb3351,75.98,0.7597653581268262,Постоянный клиент,Самара,Приволжский,Авто,Автомобили,Toyota,115,2.5,2.3,5.0,151,53.5,72,0.97,7.5,122,340,0.8973910397809386,0.8536269430051814,0.5135011789761923,0.9109605294381311,0.8935371821201288,0.16730409421087386,0.8824826956720164,0.8974290712710123,0.6825891838442231
